a_p,race,gender,activity_level= 0_Mean,activity_level= 1_Mean,activity_level= 2_Mean,activity_level= 3_Mean,alc_freq= 0_Mean,alc_freq= 1_Mean,alc_freq= 2_Mean,alc_freq= 3_Mean,alc_freq= 4_Mean,alc_freq= 5_Mean,avg_drinks_pday_pstyr=1_Mean,avg_drinks_pday_pstyr=2_Mean,avg_drinks_pday_pstyr=3_Mean,avg_drinks_pday_pstyr=4_Mean,avg_drinks_pday_pstyr=NA_Mean,cholesterol_mg= 0_Mean,cholesterol_mg= 1_Mean,cholesterol_mg= 2_Mean,cholesterol_mg= 3_Mean,cholesterol_mg= 4_Mean,current_smkr=0_Mean,current_smkr=1_Mean,current_smkr=2_Mean,current_smkr=3_Mean,current_smkr=NA_Mean,diabetes= 0_Mean,diabetes= 1_Mean,diabetes= 2_Mean,drinks_perwk_pstyr=1_Mean,drinks_perwk_pstyr=2_Mean,drinks_perwk_pstyr=3_Mean,drinks_perwk_pstyr=4_Mean,drinks_perwk_pstyr=NA_Mean,ever_5_or_more_drinks_a_day=0_Me,ever_5_or_more_drinks_a_day=1_Me,ever_5_or_more_drinks_a_day=2_Me,ever_5_or_more_drinks_a_day=3_Me,ever_5_or_more_drinks_a_day=NA_M,thyroid_d= 0_Mean,thyroid_d= 1_Mean,thyroid_d= 2_Mean,fiber_g=0_Mean,fiber_g=1_Mean,fiber_g=2_Mean,fiber_g=NA_Mean,fruits_veggies_pmo= 0_,fruits_veggies_pmo= 1_,fruits_veggies_pmo= 2_,fruits_veggies_pmo= 3_,fruits_veggies_pmo= 4_,hepA_vacc=0_Mean,hepA_vacc=1_Mean,hepA_vacc=2_Mean,hepA_vacc=3_Mean,hepA_vacc=NA_Mean,hepB_vacc=0_Mean,hepB_vacc=1_Mean,hepB_vacc=2_Mean,hepB_vacc=3_Mean,hepB_vacc=NA_Mean,home_smokers=0_Mean,home_smokers=1_Mean,home_smokers=2_Mean,home_smokers=3_Mean,home_smokers=NA_Mean,meat_freq_pmo= 0_Mean,meat_freq_pmo= 1_Mean,meat_freq_pmo= 2_Mean,meat_freq_pmo= 3_Mean,meat_freq_pmo= 4_Mean,meat_freq_pmo= 5_Mean,protein= 0_Mean,protein= 1_Mean,protein= 2_Mean,protein= 3_Mean,protein= 4_Mean,sat_fatty_acid=0_Mean,sat_fatty_acid=1_Mean,sat_fatty_acid=2_Mean,sat_fatty_acid=3_Mean,sat_fatty_acid=4_Mean,sat_fatty_acid=NA_Mean,still_thyroid_d=0_Mean,still_thyroid_d=1_Mean,still_thyroid_d=2_Mean,still_thyroid_d=3_Mean,still_thyroid_d=NA_Mean,period,rate,age_grp,count,pop
56,2,1,.506819,0,.493181,0,.,.,.,.,.,.,0.520229,0.134434,0,0,0.345337,1,0,0,0,0,0.178131,0.26996,0,0.551909,0,0.952719,0.047281,0,0.007059,0.037227,0.007271,0.021184,0.927259,0.655913,0.01373,0.217239,0.113118,0,0.917169,0.068312,0.014518,0.343734,0,0,0.656266,.,.,.,.,.,0.837783,0.015062,0.147155,0,0,0.87756,0.016782,0.105658,0,0,0.731407,0.268593,0,0,0,.,.,.,.,.,.,.987113,1.2886999999999999E-2,0,0,0,0.268876,0,0,0,0,0.731124,0.018816,0.049496,0,0,0.931688,,,,,
57,0,0,.553441,0,.446559,0,.,.,.,.,.,.,0.452565,0.194288,0.090406,0.038456,0.224285,1,0,0,0,0,0.308368,0.323709,0,0.367923,0,0.949744,0.050256,0,0.046135,0.062244,0.030044,0.019524,0.842052,0.547075,0.314764,0.019937,0.118225,0,0.951554,0.048446,0,0.545938,0.041684,0,0.412378,.,.,.,.,.,0.844979,0.070193,0.076254,0.008574,0,0.802531,0.042514,0.091944,0.063012,0,0.753106,0.231258,0,0.015635,0,.,.,.,.,.,.,.548167,.451833,0,0,0,0.094231,0,0,0,0,0.905769,0,0.048446,0,0,0.951554,6,30.85009,4,1268,4110199
57,1,0,.556567,0,.439993,3.4399999999999999E-3,.,.,.,.,.,.,0.464438,0.202909,0.037346,0.037836,0.25747,.938346,0,6.1654E-2,0,0,0.085342,0.209039,0,0.70562,0,1,0,0,0.066655,0.059732,0.013088,0.017988,0.842536,0.737576,0.098037,0,0.164387,0,1,0,0,0.388356,0,0,0.611644,.,.,.,.,.,0.930092,0,0.037346,0.032562,0,0.840938,0,0.090091,0.068971,0,0.707948,0.292052,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.130141,0,0,0,0,0.869859,0,0,0,0,1,6,35.12315,4,208,592202
57,2,0,.726767,0,.273233,0,.,.,.,.,.,.,0.241236,0.069529,0.316564,0.034865,0.337807,1,0,0,0,0,0.260121,0.313351,0,0.426528,0,0.921579,0.078421,0,0.054314,0.032317,0.018788,0.034076,0.860505,0.699979,0.190559,0.060204,0.049258,0,1,0,0,0.595988,0,0,0.404012,.,.,.,.,.,0.733149,0.060641,0.114804,0.091406,0,0.758576,0.013046,0.18054,0.047838,0,0.72486,0.262146,0,0.012995,0,.,.,.,.,.,.,.191268,.808732,0,0,0,0.102756,0.056028,0,0,0,0.841216,0,0,0,0,1,,,,,
57,0,1,.65835,0,.34165,0,.,.,.,.,.,.,0.482167,0.074959,0,0,0.442874,1,0,0,0,0,0.184331,0.20879,0,0.606879,0,1,0,0,0.043152,0.056665,0.027772,0.013886,0.858526,0.737266,0,0.140135,0.122599,0,0.903183,0.064947,0.03187,0.410727,0,0,0.589273,.,.,.,.,.,0.910303,0.025461,0.024322,0.039914,0,0.813324,0.029546,0.085945,0.071185,0,0.745641,0.207554,0,0.046805,0,.,.,.,.,.,.,.372211,.627789,0,0,0,0.076952,0,0,0,0,0.923048,0,0.064947,0,0,0.935053,6,24.55227,4,1004,4089235
57,1,1,.813986,0,.186014,0,.,.,.,.,.,.,0.345274,0.046173,0,0,0.608554,1,0,0,0,0,0,0.356807,0,0.643193,0,0.962055,0.037945,0,0.050099,0.080867,0.016369,0.003219,0.849447,0.557179,0.039443,0.131956,0.271422,0,1,0,0,0.303473,0,0,0.696527,.,.,.,.,.,0.848594,0.052895,0.098511,0,0,0.508832,0.068308,0.376687,0.046173,0,0.603026,0.396974,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.17499,0,0,0,0,0.82501,0,0,0,0,1,6,36.58771,4,247,675090
57,2,1,.836177,0,.163823,0,.,.,.,.,.,.,0.540163,0.157614,0.010139,0,0.292085,1,0,0,0,0,0.166617,0.111434,0,0.721949,0,0.967953,0.032047,0,0.05406,0.043716,0.011537,0.008304,0.882383,0.771549,0.015124,0.097743,0.115584,0,0.975314,0.024686,0,0.356211,0,0,0.643789,.,.,.,.,.,0.75263,0.15956,0.035978,0.051832,0,0.788177,0.035227,0.026573,0.150023,0,0.849612,0.150388,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.233526,0,0,0,0,0.766474,0,0.024686,0,0,0.975314,,,,,
58,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,32.80985,4,1252,3815927
58,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,41.01427,4,250,609544
58,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,27.76831,4,1043,3756080
58,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,35.18872,4,244,693404
