a_p,race,gender,activity_level= 0_Mean,activity_level= 1_Mean,activity_level= 2_Mean,activity_level= 3_Mean,alc_freq= 0_Mean,alc_freq= 1_Mean,alc_freq= 2_Mean,alc_freq= 3_Mean,alc_freq= 4_Mean,alc_freq= 5_Mean,avg_drinks_pday_pstyr=1_Mean,avg_drinks_pday_pstyr=2_Mean,avg_drinks_pday_pstyr=3_Mean,avg_drinks_pday_pstyr=4_Mean,avg_drinks_pday_pstyr=NA_Mean,cholesterol_mg= 0_Mean,cholesterol_mg= 1_Mean,cholesterol_mg= 2_Mean,cholesterol_mg= 3_Mean,cholesterol_mg= 4_Mean,current_smkr=0_Mean,current_smkr=1_Mean,current_smkr=2_Mean,current_smkr=3_Mean,current_smkr=NA_Mean,diabetes= 0_Mean,diabetes= 1_Mean,diabetes= 2_Mean,drinks_perwk_pstyr=1_Mean,drinks_perwk_pstyr=2_Mean,drinks_perwk_pstyr=3_Mean,drinks_perwk_pstyr=4_Mean,drinks_perwk_pstyr=NA_Mean,ever_5_or_more_drinks_a_day=0_Me,ever_5_or_more_drinks_a_day=1_Me,ever_5_or_more_drinks_a_day=2_Me,ever_5_or_more_drinks_a_day=3_Me,ever_5_or_more_drinks_a_day=NA_M,thyroid_d= 0_Mean,thyroid_d= 1_Mean,thyroid_d= 2_Mean,fiber_g=0_Mean,fiber_g=1_Mean,fiber_g=2_Mean,fiber_g=NA_Mean,fruits_veggies_pmo= 0_,fruits_veggies_pmo= 1_,fruits_veggies_pmo= 2_,fruits_veggies_pmo= 3_,fruits_veggies_pmo= 4_,hepA_vacc=0_Mean,hepA_vacc=1_Mean,hepA_vacc=2_Mean,hepA_vacc=3_Mean,hepA_vacc=NA_Mean,hepB_vacc=0_Mean,hepB_vacc=1_Mean,hepB_vacc=2_Mean,hepB_vacc=3_Mean,hepB_vacc=NA_Mean,home_smokers=0_Mean,home_smokers=1_Mean,home_smokers=2_Mean,home_smokers=3_Mean,home_smokers=NA_Mean,meat_freq_pmo= 0_Mean,meat_freq_pmo= 1_Mean,meat_freq_pmo= 2_Mean,meat_freq_pmo= 3_Mean,meat_freq_pmo= 4_Mean,meat_freq_pmo= 5_Mean,protein= 0_Mean,protein= 1_Mean,protein= 2_Mean,protein= 3_Mean,protein= 4_Mean,sat_fatty_acid=0_Mean,sat_fatty_acid=1_Mean,sat_fatty_acid=2_Mean,sat_fatty_acid=3_Mean,sat_fatty_acid=4_Mean,sat_fatty_acid=NA_Mean,still_thyroid_d=0_Mean,still_thyroid_d=1_Mean,still_thyroid_d=2_Mean,still_thyroid_d=3_Mean,still_thyroid_d=NA_Mean,period,rate,age_grp,count,pop
31,0,0,.,.,.,.,.223169,.7585,1.8331E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.153882,0.367493,0,0.478625,0,0.989665,0.010335,0,0,0,0,0,1,0,0,0,0,1,0.996028,0.003972,0,0,0,0,1,.200498,.22099,.442036,.136476,0,0,0,0,0,1,0,0,0,0,1,0.601105,0.398314,0.000581,0,0,.174427,.292882,.290153,.14257,9.9968000000000001E-2,0,.,.,.,.,.,0,0,0,0,0,1,0,0.003972,0,0.996028,0,4,6.667732,2,295,4424293
31,1,0,.,.,.,.,.30201,.681294,1.6695999999999999E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.174564,0.348202,0,0.477235,0,0.99228,0.00772,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,.248306,.236708,.360467,.154519,0,0,0,0,0,1,0,0,0,0,1,0.519433,0.471582,0.008985,0,0,.287457,.197697,.241938,.149851,.123057,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,4,7.466442,2,46,616090
31,2,0,.,.,.,.,.661473,.338527,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.149157,0.303265,0,0.547578,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,.360853,.168527,.443766,2.6855E-2,0,0,0,0,0,1,0,0,0,0,1,0.697225,0.302775,0,0,0,.128616,.104778,.380833,5.1000000000000004E-3,.380673,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
31,0,1,.,.,.,.,.624382,.373181,2.4369999999999999E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.164422,0.318649,0,0.51693,0,0.971386,0.021971,0.006644,0,0,0,0,1,0,0,0,0,1,0.995844,0.004156,0,0,0,0,1,.227627,.186339,.42323,.162804,0,0,0,0,0,1,0,0,0,0,1,0.664605,0.335395,0,0,0,.191553,.310346,.318177,.117528,6.2397000000000001E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.001815,0.002341,0,0.995844,0,4,5.921414,2,255,4306404
31,1,1,.,.,.,.,.71085,.28915,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.076241,0.338011,0,0.585748,0,0.952291,0.047709,0,0,0,0,0,1,0,0,0,0,1,0.990544,0.009456,0,0,0,0,1,.381508,.166917,.320075,.1315,0,0,0,0,0,1,0,0,0,0,1,0.588288,0.402518,0.009193,0,0,.251891,.286889,.320957,7.7033000000000004E-2,6.3230999999999996E-2,0,.,.,.,.,.,0,0,0,0,0,1,0,0.009456,0,0.990544,0,4,8.144917,2,57,699823
31,2,1,.,.,.,.,.616388,.383612,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.111373,0,0,0.888627,0,0.821007,0.178993,0,0,0,0,0,1,0,0,0,0,1,0.821007,0.178993,0,0,0,0,1,.148493,9.4450000000000003E-3,.22246,.619602,0,0,0,0,0,1,0,0,0,0,1,0.892906,0.107094,0,0,0,.277456,1.1022000000000001E-2,.197857,.217131,.296535,0,.,.,.,.,.,0,0,0,0,0,1,0,0.178993,0,0.821007,0,,,,,
32,0,0,.675127,0,.324873,0,.,.,.,.,.,.,0.325658,0.287896,0.146632,0.001937,0.237877,1,0,0,0,0,0.225482,0.287048,0,0.48747,0,1,0,0,0.056958,0.03944,0.009286,0.02328,0.871035,0.634005,0.205394,0.160601,0,0,1,0,0,0.349887,0,0.037337,0.612777,.,.,.,.,.,0.87934,0.036633,0.084027,0,0,0.749833,0.030417,0.113738,0.106012,0,0.756449,0.243551,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.231578,0,0,0,0,0.768422,0,0,0,0,1,5,8.14329,2,329,4040136
32,1,0,.472636,0,.527364,0,.,.,.,.,.,.,0.323015,0.094208,0.148551,0,0.434226,1,0,0,0,0,0.110929,0.368324,0,0.520747,0,1,0,0,0.05435,0.061507,0.023703,0.02733,0.833111,0.545829,0.086961,0.004627,0.362583,0,1,0,0,0.407672,0,0,0.592328,.,.,.,.,.,0.829943,0.059128,0.110929,0,0,0.532009,0.148051,0.174587,0.145352,0,0.55135,0.44865,0,0,0,.,.,.,.,.,.,.81359,.18641,0,0,0,0.35771,0,0,0,0,0.64229,0,0,0,0,1,5,10.74027,2,68,633131
32,2,0,.733666,0,.266334,0,.,.,.,.,.,.,0.263934,0.064445,0.292196,0.051422,0.328003,1,0,0,0,0,0.085326,0.332386,0,0.582288,0,1,0,0,0.052233,0.081645,0.019849,0.024369,0.821904,0.510987,0.216828,0.134615,0.13757,0,1,0,0,0.503959,0,0,,.,.,.,.,.,0.746066,0.116096,0,0.137838,0,0.581884,0.154182,0.170307,0.093628,0,0.830261,0.169739,0,0,0,.,.,.,.,.,.,.833546,.166454,0,0,0,0.254062,0,0,0,0,0.745938,0,0,0,0,1,,,,,
32,0,1,.475455,0,.524545,0,.,.,.,.,.,.,0.526233,0.134438,0,0.002938,0.336391,1,0,0,0,0,0.237796,0.167348,0,0.594856,0,0.965958,0.034042,0,0.037681,0.043674,0.01765,0.023636,0.877359,0.654458,0.107044,0.079127,0.159371,0,0.954237,0.045763,0,0.255005,0,0,0.744995,.,.,.,.,.,0.868411,0.054078,0.077511,0,0,0.670954,0,0.22543,0.103616,0,0.892989,0.107011,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.06236,0,0,0,0,0.93764,0.002938,0.042825,0,0,0.954237,5,6.298071,2,245,3890080
32,1,1,.669675,0,.330325,0,.,.,.,.,.,.,0.558933,0.034838,0,0,0.406229,1,0,0,0,0,0.040459,0.266288,0,0.693253,0,0.847948,0.152052,0,0.050265,0.043307,0.0312,0.023482,0.851746,0.676798,0.047646,0.011441,0.264115,0,0.936886,0.063114,0,0.493166,0,0,0.506834,.,.,.,.,.,0.890887,0.054226,0.054887,0,0,0.542378,0.066119,0.382533,0.00897,0,0.644693,0.355307,0,0,0,.,.,.,.,.,.,.721289,.278711,0,0,0,0.195824,0,0,0,0,0.804176,0,0.063114,0,0,0.936886,5,8.811312,2,63,714990
32,2,1,.663069,0,.336931,0,.,.,.,.,.,.,0.451763,0.051557,0.022278,0,0.474402,1,0,0,0,0,0.305378,0.029369,0,0.665254,0,1,0,0,0.033857,0.023402,0.014584,0.00429,0.923867,0.740465,0,0.020729,0.238807,0,0.975083,0.024917,0,0.566442,0,0,0.433558,.,.,.,.,.,0.809443,0.081098,0,0.109459,0,0.909858,0.022069,0.043144,0.024929,0,0.993833,0.006167,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.3461,0,0,0,0,0.6539,0.024917,0,0,0,0.975083,,,,,
33,0,0,.503612,0,.496388,0,.,.,.,.,.,.,0.355203,0.316155,0.089295,0.043481,0.195865,1,0,0,0,0,0.073848,0.382348,0,0.543804,0,0.937524,0.062476,0,0.058315,0.060001,0.016113,0.021879,0.843692,0.6738,0.242382,0.030975,0.052843,0,0.964233,0.035767,0,0.567053,0,0,0.432947,.,.,.,.,.,0.819357,0.060295,0.075968,0.04438,0,0.74681,0.028632,0.153392,0.071165,0,0.738324,0.261676,0,0,0,.,.,.,.,.,.,.803966,.196034,0,0,0,0.17868,0,0,0,0,0.82132,0,0.035767,0,0,0.964233,6,8.941862,2,334,3735240
33,1,0,.519,0,.481,0,.,.,.,.,.,.,0.52988,0,0.055657,0.056476,0.357987,1,0,0,0,0,0.004234,0.275623,0,0.720144,0,1,0,0,0.061091,0.048933,0.021953,0.013776,0.854247,0.543231,0.291428,0.052717,0.112625,0,1,0,0,0.541288,0,0,0.458712,.,.,.,.,.,0.897541,0,0.045983,0.056476,0,0.862506,0,0.133261,0.004234,0,0.706993,0.293007,0,0,0,.,.,.,.,.,.,.887501,.112499,0,0,0,0.18103,0.056476,0,0,0,0.762494,0,0,0,0,1,6,10.42081,2,66,633348
33,2,0,.705754,0,.294246,0,.,.,.,.,.,.,0.233683,0.239861,0.147276,0.248132,0.131049,1,0,0,0,0,0.113535,0.329215,0,0.55725,0,1,0,0,0.099466,0.027116,0.020542,0.015044,0.837832,0.582823,0.324155,0,0.093022,0,1,0,0,0.425137,0,0,0.574863,.,.,.,.,.,0.923978,0.03055,0.045472,0,0,0.822017,0,0.113376,0.064607,0,0.757171,0.242829,0,0,0,.,.,.,.,.,.,.748369,.251631,0,0,0,0.206263,0,0,0,0,0.793737,0,0,0,0,1,,,,,
33,0,1,.716012,0,.283988,0,.,.,.,.,.,.,0.397162,0.122387,0.07916,0.025333,0.375958,.96711,0,0,3.2890000000000003E-2,0,0.254502,0.325619,0,0.419879,0,1,0,0,0.053622,0.047922,0.015761,0.021636,0.861058,0.579958,0.174469,0.062743,0.18283,0,0.889729,0.110271,0,0.408747,0,0,0.591253,.,.,.,.,.,0.940293,0,0.054506,0.005202,0,0.599401,0.048353,0.280403,0.071843,0,0.670503,0.306424,0,0.023073,0,.,.,.,.,.,.,.999125,8.7500000000000002E-4,0,0,0,0.289567,0,0,0,0,0.710433,0.025488,0.084783,0,0,0.889729,6,7.894423,2,283,3584809
33,1,1,.597279,0,.402721,0,.,.,.,.,.,.,0.492855,0.171881,0.074444,0,0.26082,.933572,6.6428000000000001E-2,0,0,0,0.120074,0.173382,0,0.706543,0,0.996958,0.003042,0,0.064734,0.050667,0.011514,0.007516,0.865568,0.776977,0.074989,0.03346,0.114574,0,1,0,0,0.340622,0.020715,0,0.638663,.,.,.,.,.,0.771952,0.12996,0.064627,0.03346,0,0.526552,0.033848,0.32775,0.11185,0,0.870734,0.129266,0,0,0,.,.,.,.,.,.,1,0,0,0,0,0.182834,0,0,0,0,0.817166,0,0,0,0,1,6,7.783228,2,57,732344
33,2,1,.684179,0,.315821,0,.,.,.,.,.,.,0.399037,0.033844,0.020549,0,0.546569,1,0,0,0,0,0.019413,0.26579,0,0.714798,0,0.983666,0.016334,0,0.057785,0.041295,0.012895,0.03169,0.856334,0.482172,0.020549,0.098587,0.398691,0,0.910709,0.089291,0,0.366511,0,0,0.633489,.,.,.,.,.,0.922069,0.023859,0.024884,0.029187,0,0.601908,0.005057,0.222687,0.170348,0,0.752342,0.247658,0,0,0,.,.,.,.,.,.,.722742,.277258,0,0,0,0.091957,0,0,0,0,0.908043,0.089291,0,0,0,0.910709,,,,,
34,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10.15079,2,351,3457859
34,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11.19566,2,68,607378
34,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9.051464,2,301,3325429
34,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8.598525,2,61,709424
39,0,0,7.9941999999999999E-2,.362614,.557444,0,9.8783999999999997E-2,8.9099999999999999E-2,.341279,.197251,.273586,0,0,0,0,0,1,0,.193874,.219295,.237799,.349033,0,0,0,0,1,0.992697,0.007303,0,0,0,0,0,1,0,0,0,0,1,0.985537,0.010827,0.003636,0,0,0,1,9.859999999999999E-4,6.3090000000000004E-3,6.9684999999999997E-2,.918172,4.8469999999999997E-3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9.0675000000000006E-2,.904478,4.8469999999999997E-3,0,5.0194999999999997E-2,.121745,.276646,.551414,0,0.079505,0.169879,0.241668,0.495271,0.013677,0,0,0,0,1,0,14.19296,3,323,2275776
39,1,0,3.9444E-2,.223604,.736952,0,.177601,3.4789E-2,.41118,.341573,3.4855999999999998E-2,0,0,0,0,0,1,0,.133977,5.6786000000000003E-2,.277723,.531515,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1.6752E-2,.203621,.779626,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,9.4993999999999995E-2,.905006,0,0,6.5433000000000005E-2,.281518,.231642,.421407,0,0.091203,0.089335,0.292713,0.526749,0,0,0,0,0,1,0,16.0692,3,36,224031
39,2,0,.309966,.643966,4.6066999999999997E-2,0,0,0,.918739,8.1261E-2,0,0,0,0,0,0,1,0,8.8524000000000005E-2,.58679,.289625,3.5061000000000002E-2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,3.5061000000000002E-2,.964939,0,0,4.6066999999999997E-2,3.5061000000000002E-2,.31928,.599592,0,0.088524,0.324686,0,0.58679,0,0,0,0,0,1,,,,,
39,0,1,7.2717000000000004E-2,.44415,.479473,3.6589999999999999E-3,.199609,.125182,.423817,.123168,.128224,0,0,0,0,0,1,0,.26546,.256987,.274599,.202954,0,0,0,0,1,0.980401,0.019599,0,0,0,0,0,1,0,0,0,0,1,0.874409,0.081613,0.043978,0,0,0,1,4.5800000000000002E-4,6.0700000000000001E-4,5.0733E-2,.945375,2.8270000000000001E-3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2.7330000000000002E-3,3.0109999999999998E-3,0,.118939,.87249,2.8270000000000001E-3,0,.26863,.314211,.237945,.179214,0,0.260068,0.300729,0.283243,0.149177,0.006783,0,0,0,0,1,0,14.12579,3,325,2300756
39,1,1,4.5492999999999999E-2,.406419,.548089,0,.186084,.131703,.386696,.16145,.12903,5.0369999999999998E-3,0,0,0,0,1,0,.262584,.327771,.228903,.180742,0,0,0,0,1,0.989099,0.010901,0,0,0,0,0,1,0,0,0,0,1,0.926976,0.058708,0.014317,0,0,0,1,0,1.8929999999999999E-3,9.9051E-2,.847458,5.1597999999999998E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.147249,.805485,4.7266000000000002E-2,0,.480866,.301965,.113753,.103415,0,0.455513,0.282328,0.206208,0.055951,0,0,0,0,0,1,0,15.52343,3,40,257675
39,2,1,8.3379999999999996E-2,.504611,.412009,0,.263224,.234145,.380645,.121987,0,0,0,0,0,0,1,0,.269041,.537128,0,.19383,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,.272539,.727461,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.432581,.567419,0,0,.303824,8.3379999999999996E-2,.371899,.240897,0,0.408332,0.314418,0.127047,0.150203,0,0,0,0,0,1,,,,,
40,0,0,.165926,.695197,.138877,0,.338046,.200724,.302235,.154963,0,4.0309999999999999E-3,0,0,0,0,1,.,.,.,.,.,0.307463,0.436232,0.256306,0,0,0.98853,0.01147,0,0,0,0,0,1,0,0,0,0,1,0.981737,0,0.018263,0,0,0,1,0,5.7520000000000002E-3,.123271,.864267,6.7099999999999998E-3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.420528,.577148,2.323E-3,3.447E-3,8.2489000000000007E-2,.189948,.265503,.458613,0.003447,0.070363,0.149301,0.321349,0.45554,0,0,0,0,0,1,1,12.89395,3,324,2512806
40,1,0,.469571,.510947,1.9481999999999999E-2,0,.341737,8.5518999999999998E-2,.475013,9.7730999999999998E-2,0,0,0,0,0,0,1,.,.,.,.,.,0.252105,0.481244,0.266651,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,.109628,.890372,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.7926999999999999E-2,0,0,.600745,.341328,0,0,6.2134000000000002E-2,.326652,.151026,.460188,0,0.218074,0.168939,0.222424,0.390563,0,0,0,0,0,1,1,21.008,3,55,261805
40,2,0,.231848,.641351,.1268,0,.551074,.119593,.136668,.192665,0,0,0,0,0,0,1,.,.,.,.,.,0.256631,0.351023,0.392346,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,.560427,.439573,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,.119593,0,.391591,.488816,0,0,.231848,.202533,.308864,.256755,0,0.112256,0.516506,0.322496,0.048742,0,0,0,0,0,1,,,,,
40,0,1,.219638,.663633,.11673,0,.718565,.156553,9.8763000000000004E-2,2.6119E-2,0,0,0,0,0,0,1,.,.,.,.,.,0.170364,0.415182,0.414454,0,0,0.980654,0.019346,0,0,0,0,0,1,0,0,0,0,1,0.927723,0,0.072277,0,0,0,1,2.2490000000000001E-3,0,9.8655000000000007E-2,.899096,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1.6232E-2,0,.452599,.531169,0,0,.349397,.285629,.241226,.123748,0,0.312584,0.300114,0.261734,0.125567,0,0,0,0,0,1,1,12.39096,3,315,2542175
40,1,1,.315034,.452345,.232621,0,.489652,.166598,.232706,7.1350999999999998E-2,0,3.9692999999999999E-2,0,0,0,0,1,.,.,.,.,.,0.101308,0.491784,0.406908,0,0,0.905532,0.094468,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,.146005,.80093,5.3064E-2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,5.0034000000000002E-2,0,.494405,.402496,5.3064E-2,0,.340745,.364263,.194574,.100419,0,0.441782,0.213324,0.22507,0.119823,0,0,0,0,0,1,1,19.27531,3,58,300903
40,2,1,.371261,.267449,.36129,0,.63871,.218202,.143089,0,0,0,0,0,0,0,1,.,.,.,.,.,0.302807,0.508262,0.188931,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,.299402,.700598,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,.218202,.781798,0,0,.700598,.299402,0,0,0,0.410537,0.371261,0.218202,0,0,0,0,0,0,1,,,,,
41,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.54481,3,362,3135608
41,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19.08642,3,64,335317
41,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,11.45358,3,362,3160584
41,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,17.22538,3,67,388961
42,0,0,.,.,.,.,.341159,.607459,5.1381000000000003E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.253025,0.332794,0,0.414181,0,0.983065,0.016483,0.000452,0,0,0,0,1,0,0,0,0,1,0.999825,0.000175,0,0,0,0,1,.181938,.162018,.464402,.191642,0,0,0,0,0,1,0,0,0,0,1,0.616159,0.37097,0.012871,0,0,.197192,.251457,.361589,.129681,6.0080000000000001E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.000175,0,0,0.999825,0,3,12.09894,3,459,3793720
42,1,0,.,.,.,.,.411782,.570961,1.7257000000000002E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.195625,0.486005,0,0.318369,0,0.964622,0.035378,0,0,0,0,0,1,0,0,0,0,1,0.992153,0.007847,0,0,0,0,1,.232568,.197799,.393681,.175953,0,0,0,0,0,1,0,0,0,0,1,0.464632,0.535368,0,0,0,.202205,.201903,.344183,.144737,.106972,0,.,.,.,.,.,0,0,0,0,0,1,0,0.007847,0,0.992153,0,3,19.03628,3,86,451769
42,2,0,.,.,.,.,.112367,.866202,2.1432E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.429518,0.341888,0,0.228593,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1.4722000000000001E-2,.19844,.579723,.207116,0,0,0,0,0,1,0,0,0,0,1,0.641796,0.358204,0,0,0,.248996,.301565,.19315,.206688,4.9600999999999999E-2,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
42,0,1,.,.,.,.,.708796,.28821,2.9940000000000001E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.222351,0.263588,0,0.514061,0,0.968093,0.031907,0,0,0,0,0,1,0,0,0,0,1,0.94702,0.05298,0,0,0,0,1,.137797,.12485,.466079,.271274,0,0,0,0,0,1,0,0,0,0,1,0.63037,0.360197,0.009433,0,0,.252376,.258086,.292854,.155941,4.0742E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.022263,0.030718,0,0.94702,0,3,11.85051,3,449,3788868
42,1,1,.,.,.,.,.70593,.290856,3.2139999999999998E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.085565,0.273642,0,0.640793,0,0.929098,0.070902,0,0,0,0,0,1,0,0,0,0,1,0.975425,0.024575,0,0,0,0,1,.244323,.20242,.371872,.181385,0,0,0,0,0,1,0,0,0,0,1,0.565039,0.434961,0,0,0,.270449,.247254,.219305,.168553,9.4439999999999996E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.001965,0.018244,0.004366,0.975425,0,3,17.17892,3,90,523898
42,2,1,.,.,.,.,.862503,.137497,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0.031452,0.253664,0,0.714883,0,0.832516,0.167484,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,.265231,4.8966000000000003E-2,.590527,9.5276E-2,0,0,0,0,0,1,0,0,0,0,1,0.580918,0.419082,0,0,0,3.8868E-2,.171278,.325913,.142187,.321755,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
43,0,0,.,.,.,.,.362107,.623577,1.4316000000000001E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.228632,0.391662,0,0.379706,0,0.945966,0.053596,0.000437,0,0,0,0,1,0,0,0,0,1,0.987977,0.012023,0,0,0,0,1,.18825,.141767,.49834,.171644,0,0,0,0,0,1,0,0,0,0,1,0.610498,0.389502,0,0,0,.108723,.270188,.32724,.150034,.143816,0,.,.,.,.,.,0,0,0,0,0,1,0.012023,0,0,0.987977,0,4,13.4346,3,558,4153454
43,1,0,.,.,.,.,.320892,.673149,5.96E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.176056,0.586094,0,0.23785,0,0.97746,0.02254,0,0,0,0,0,1,0,0,0,0,1,0.978984,0.021016,0,0,0,0,1,.317689,.224151,.358518,9.9642999999999995E-2,0,0,0,0,0,1,0,0,0,0,1,0.390247,0.609753,0,0,0,.210185,.201106,.193468,.224066,.171175,0,.,.,.,.,.,0,0,0,0,0,1,0.021016,0,0,0.978984,0,4,18.32115,3,99,540359
43,2,0,.,.,.,.,.401635,.5866,1.1764999999999999E-2,0,0,0,0,0,0,0,1,.,.,.,.,.,0.246888,0.191061,0,0.562051,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,.496043,2.6598E-2,9.1067999999999996E-2,.386291,0,0,0,0,0,1,0,0,0,0,1,0.799847,0.200153,0,0,0,.22029,.451177,0,.205894,.122639,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
43,0,1,.,.,.,.,.712449,.285646,1.905E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.177769,0.305507,0,0.516724,0,0.94018,0.055393,0.004426,0,0,0,0,1,0,0,0,0,1,0.94349,0.05651,0,0,0,0,1,.100275,.209166,.447995,.242564,0,0,0,0,0,1,0,0,0,0,1,0.581348,0.418652,0,0,0,.151746,.336368,.269895,.175961,6.6030000000000005E-2,0,.,.,.,.,.,0,0,0,0,0,1,0.009877,0.045562,0.00107,0.94349,0,4,11.09383,3,457,4119406
43,1,1,.,.,.,.,.652832,.344246,2.9220000000000001E-3,0,0,0,0,0,0,0,1,.,.,.,.,.,0.116879,0.368487,0,0.514635,0,0.956295,0.043705,0,0,0,0,0,1,0,0,0,0,1,0.965456,0.034544,0,0,0,0,1,.281089,.174864,.330151,.213896,0,0,0,0,0,1,0,0,0,0,1,0.542024,0.449969,0.008007,0,0,.166762,.250922,.313929,.157968,.110419,0,.,.,.,.,.,0,0,0,0,0,1,0.0101,0.024444,0,0.965456,0,4,14.36489,3,89,619566
43,2,1,.,.,.,.,.82771,.17229,0,0,0,0,0,0,0,0,1,.,.,.,.,.,0,0.200649,0,0.799351,0,0.82945,0.17055,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,8.6402999999999994E-2,.183078,.233991,.496527,0,0,0,0,0,1,0,0,0,0,1,0.873705,0.126295,0,0,0,.178073,.195983,.180087,8.8525000000000006E-2,.357332,0,.,.,.,.,.,0,0,0,0,0,1,0,0,0,1,0,,,,,
